title,artist,weeks_in_top_40
One Hit (To The Body),The Rolling Stones,4
One Hundred Ways,Quincy Jones Featuring James Ingram,11
One In A Million,The Romantics,3
One In A Million You,Larry Graham,9
One Kiss,Calvin Harris & Dua Lipa,13
One Kiss For Old Times' Sake,Ronnie Dove,7
One Last Breath,Creed,25
One Last Cry,Brian McKnight,18
One Last Kiss,The J. Geils Band,3
One Last Time,Ariana Grande,14
One Less Bell To Answer,The 5th Dimension,15
One Less Lonely Girl,Justin Bieber,3
One Less Set Of Footsteps,Jim Croce,3
One Lonely Night,REO Speedwagon,9
One Love In My Lifetime,Diana Ross,8
One Man Band,Old Dominion,14
One Man Band,Three Dog Night,9
One Man Band (Plays All Alone),Ronnie Dyson,4
One Man Woman/One Woman Man,Paul Anka with Odia Coates,11
One Margarita,Luke Bryan,12
One Mint Julep,Ray Charles,9
One Minute Man,"Missy ""Misdemeanor"" Elliott",16
One Mississippi,Kane Brown,4
One Moment In Time,Whitney Houston,11
One Monkey Don't Stop No Show Part I,The Honey Cone,8
One More Chance/Stay With Me,The Notorious B.I.G.,17
One More Day,Diamond Rio,8
One More Drink,Ludacris Co-Starring T-Pain,11
One More Heartache,Marvin Gaye,4
One More Night,Maroon 5,32
One More Night,Phil Collins,12
One More Time,Real McCoy,8
One More Time,The Ray Charles Singers,5
One More Try,Divine,3
One More Try,George Michael,14
One More Try,Timmy T.,16
One Nation Under A Groove - Part I,Funkadelic,5
One Night,Elvis Presley,14
One Night In Bangkok,Murray Head,13
One Night Love Affair,Bryan Adams,9
One Night Stand,J-Shin Featuring LaTocha Scott,3
One Number Away,Luke Combs,3
One Of A Kind (Love Affair),The Spinners,11
One Of The Living,Tina Turner,10
One Of Them Girls,Lee Brice,13
One Of These Nights,Eagles,14
One Of Those Nights,Tim McGraw,1
One Of Us,Glee Cast,1
One Of Us,Joan Osborne,21
One Of Us (Will Weep Tonight),Patti Page,5
One Of Wun,Gunna,4
One On One,Daryl Hall John Oates,15
One Piece At A Time,Johnny Cash And The Tennessee Three,3
One Right Now,Post Malone & The Weeknd,26
One Step At A Time,Jordin Sparks,16
One Step Closer,The Doobie Brothers,7
One Step Closer To You,Gavin Christopher,7
One Step Up,Bruce Springsteen,8
One Summer Night,The Danleers,6
One Summer Night,The Diamonds,4
One Sweet Day,Mariah Carey & Boyz II Men,26
One Thing,Finger Eleven,22
One Thing,One Direction,3
One Thing At A Time,Morgan Wallen,16
One Thing Leads To Another,The Fixx,13
One Thing Right,Marshmello & Kane Brown,5
One Time,Justin Bieber,17
One Tin Soldier,The Original Caste,2
"One Tin Soldier, The Legend of Billy Jack",Coven,6
One Toke Over The Line,Brewer And Shipley,10
One Track Mind,Bobby Lewis,7
One Voice,Billy Gilman,2
One Way Or Another,Blondie,7
One Way Or Another (Teenage Kicks),One Direction,1
One Week,Barenaked Ladies,16
One Wish,Ray J,22
One Woman,Jade,8
One-Trick Pony,Paul Simon,2
Online,Brad Paisley,1
Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",21
Only A Lonely Heart Sees,Felix Cavaliere,3
Only Girl (In The World),Rihanna,25
Only God Knows Why,Kid Rock,12
Only Human,Jonas Brothers,20
Only In America,Brooks & Dunn,7
Only In America,Jay & The Americans,4
Only In My Dreams,Debbie Gibson,16
Only Love Can Break A Heart,Gene Pitney,11
Only Love Can Break Your Heart,Neil Young,3
Only Love Is Real,Carole King,6
Only One,Kanye West Featuring Paul McCartney,1
Only Sixteen,Dr. Hook,14
Only Sixteen,Sam Cooke,4
Only The Good Die Young,Billy Joel,5
Only The Lonely,The Motels,15
Only The Lonely (Know How I Feel),Roy Orbison,15
Only The Strong Survive,Jerry Butler,12
Only The Young,Journey,11
Only Time,Enya,22
Only Time Will Tell,Asia,8
Only Time Will Tell,Nelson,5
Only U,Ashanti,12
Only Wanna Be With You,Hootie & The Blowfish,29
Only When You Leave,Spandau Ballet,4
Only Women,Alice Cooper,11
Only Yesterday,Carpenters,9
Only You,112 Featuring The Notorious B.I.G.,23
Only You,Franck Pourcel's French Fiddles,11
Only You,Ringo Starr,10
Only You Can Love Me This Way,Keith Urban,2
Only You Know And I Know,Delaney & Bonnie,7
"Oo Wee Baby, I Love You",Fred Hughes,6
Oochie Coochie,M.C. Brains,10
Oochie Wally,QB Finest Featuring Nas & Bravehearts,9
Ooh Aah... Just A Little Bit,Gina G,25
Ooh Baby,Gilbert O'Sullivan,4
Ooh Baby Baby,Linda Ronstadt,13
Ooh Child,Dino,11
Ooh La La,Rod Stewart,1
Ooh La La (I Can't Get Over You),Perfect Gentlemen,9
Ooh Ooh Song,Pat Benatar,3
Ooh Poo Pah Doo - Part II,Jessie Hill,4
Ooh!,Mary J. Blige,3
Ooo Baby Baby,The Miracles,7
Ooops Up,Snap!,2
Oops (Oh My),Tweet,15
Oops!...I Did It Again,Britney Spears,14
Open Arms,Journey,14
Open The Door To Your Heart,Darrell Banks,4
Open Your Heart,Madonna,14
Operator,Midnight Star,8
Operator,The Manhattan Transfer,5
Operator (That's Not the Way it Feels),Jim Croce,8
Opportunities (Let's Make Lots Of Money),Pet Shop Boys,9
Opposites Attract,Paula Abdul (Duet With The Wild Pair),14
Opus 17 (Don't You Worry 'Bout Me),"The 4 Seasons Featuring the ""Sound of Frankie Valli""",7
Ordinary,Alex Warren,1
Ordinary Day,Vanessa Carlton,8
Ordinary Life,Chad Brock,2
Ordinary People,John Legend,11
Ordinary World,Duran Duran,18
Orinoco Flow (Sail Away),Enya,8
Otherside,Red Hot Chili Peppers,15
Otis,Jay Z Kanye West Featuring Otis Redding,9
Otro Trago,"Sech, Darell, Nicky Jam, Ozuna & Anuel AA",1
Oui,Jeremih,18
Our Day Will Come,Frankie Valli,8
Our Day Will Come,Ruby And The Romantics,10
Our House,"Crosby, Stills, Nash & Young",6
Our House,Madness,13
Our Lips Are Sealed,Go-Go's,13
Our Love,Natalie Cole,15
Our Song,Taylor Swift,30
Our Winter Love,Bill Pursell,10
Ours,Taylor Swift,2
Out & About,Tommy Boyce & Bobby Hart,2
Out Here Grindin,"DJ Khaled Feat. Akon, Plies, Young Jeezy, Rick Ross, Ace Hood, Trick Daddy & Lil' Boosie",2
Out Here On My Own,Irene Cara,9
Out In The Country,Three Dog Night,8
Out Last Night,Kenny Chesney,5
Out Of Limits,The Marketts,11
Out Of Mind Out Of Sight,Models,4
Out Of My Head,Fastball,10
Out Of My Head,Lupe Fiasco Featuring Trey Songz,1
Out Of My Mind,Johnny Tillotson,6
Out Of Sight,James Brown And His Orchestra,5
Out Of The Blue,Debbie Gibson,13
Out Of The Question,Gilbert O'Sullivan,8
Out Of The Woods,Taylor Swift,1
Out Of The Woods (Taylor's Version),Taylor Swift,1
Out Of Time,The Weeknd,1
Out Of Touch,Daryl Hall John Oates,16
Out Of Work,Gary U.S. Bonds,9
Out West,JACKBOYS Featuring Young Thug,1
Outa-Space,Billy Preston,14
Outside,Calvin Harris Featuring Ellie Goulding,5
Outside My Window,The Fleetwoods,3
Outside Today,YoungBoy Never Broke Again,8
Outside Woman,Bloodstone,4
Outta Control (Remix),50 Cent Feat. Mobb Deep,8
Outta My System,Bow Wow Featuring T-Pain & Johnta Austin,10
Over,Drake,16
Over And Over,Nelly Featuring Tim McGraw,23
Over And Over,The Dave Clark Five,11
Over It,Katharine McPhee,4
Over My Head,Fleetwood Mac,7
Over My Head (Cable Car),The Fray,32
Over Now,Calvin Harris X The Weeknd,1
Over Now,Post Malone,1
Over The Mountain (Across The Sea),Bobby Vinton,6
Over The Rainbow,The Demensions,9
Over Under Sideways Down,The Yardbirds,7
Over You,Cassadee Pope,1
Over You,Daughtry,18
Over You,Gary Puckett And The Union Gap,10
Over You,Miranda Lambert,7
Overjoyed,Stevie Wonder,6
Overkill,Men At Work,13
Overnight Celebrity,Twista,18
Overnight Sensation (Hit Record),Raspberries,6
Overtime,Zach Bryan,1
Overture From Tommy (A Rock Opera),The Assembled Multitude,7
Owner Of A Lonely Heart,Yes,17
Oye Como Va,Santana,8
Oye Mi Canto,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",17
P Power,Gunna Featuring Drake,1
P*$$y Fairy (OTW),Jhene Aiko,1
P.A.S.S.I.O.N.,Rhythm Syndicate,13
P.I.M.P.,50 Cent,21
P.S. I Love You,The Beatles,7
P.T. 109,Jimmy Dean,9
P.Y.T. (Pretty Young Thing),Michael Jackson,9
P2,Lil Uzi Vert,2
POP,Lil Uzi Vert,1
POWER,Kanye West,2
PRC,Peso Pluma X Natanael Cano,5
PTSD,"G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert",1
Pac-Man Fever,Buckner & Garcia,14
Pain 1993,Drake Featuring Playboi Carti,1
"Paint It, Black",The Rolling Stones,10
Paint The Town Red,Doja Cat,34
Painted Ladies,Ian Thomas,3
"Painted, Tainted Rose",Al Martino,8
Painting Pictures,Superstar Pride,2
Palisades Park,Freddy Cannon,12
Paloma Blanca,George Baker Selection,5
Pamela,Toto,8
Panama,Van Halen,10
Panda,Desiigner,32
Pandora's Golden Heebie Jeebies,The Association,3
Panini,Lil Nas X,31
Papa Don't Preach,Madonna,13
Papa Don't Take No Mess (Part I),James Brown,3
Papa Was A Rollin' Stone,The Temptations,12
Papa's Got A Brand New Bag,Otis Redding,5
Papa's Got A Brand New Bag (Part I),James Brown And The Famous Flames,9
Paparazzi,Lady Gaga,24
Paper Cup,The 5th Dimension,1
Paper Doll,P.M. Dawn,6
Paper In Fire,John Mellencamp,10
Paper Planes,M.I.A.,18
Paper Roses,Anita Bryant,12
Paper Roses,Marie Osmond,12
Paper Tiger,Sue Thompson,4
Paperback Writer,The Beatles,10
Paperlate,Genesis,5
Papers,Usher,7
Papi's Home,Drake,1
Parade On Cleveland,Young Thug Featuring Drake,1
Paradise,Coldplay,23
Paradise,LL Cool J Featuring Amerie,3
Paradise,Sade,8
Paradise By The Dashboard Light,Meat Loaf,2
Paradise City,Guns N' Roses,11
Paralyzer,Finger Eleven,31
Paranoid,Jonas Brothers,1
Paranoid,Post Malone,2
Paranoid,Ty Dolla $ign Featuring B.o.B,7
Paranoimia,Art Of Noise With Max Headroom,4
Parents Just Don't Understand,D.J. Jazzy Jeff & The Fresh Prince,10
Paris,Taylor Swift,1
Paris,The Chainsmokers,17
Part Of Me,Katy Perry,20
Part Of The Plan,Dan Fogelberg,3
Part Time Love,Gladys Knight And The Pips,7
Part Time Love,Little Johnny Taylor,8
Part-Time Love,Elton John,7
Part-Time Lover,Stevie Wonder,14
Partition,Beyonce,12
Party,Bad Bunny & Rauw Alejandro,6
Party,Chris Brown Featuring Usher & Gucci Mane,1
Party All The Time,Eddie Murphy,14
Party Girl,StaySolidRocky,14
Party In The U.S.A.,Miley Cyrus,26
Party Lights,Claudine Clark,10
Party Like A Rockstar,Shop Boyz,16
Party Monster,The Weeknd,4
Party People,Nelly Featuring Fergie,1
Party Rock Anthem,LMFAO Featuring Lauren Bennett & GoonRock,52
Party Up (Up In Here),DMX,12
Partyman,Prince,7
Pass That Dutch,Missy Elliott,6
Pass The Courvoisier Part II,Busta Rhymes Featuring P. Diddy & Pharrell,14
Pass The Dutchie,Musical Youth,10
Passion,Rod Stewart,17
Passionfruit,Drake,12
Pata Pata,Miriam Makeba,8
Patches,Clarence Carter,12
Patches,Dickey Lee,11
Patience,Guns N' Roses,10
Patricia,Perez Prado And His Orchestra,11
Pay To The Piper,Chairman Of The Board,9
Pay You Back With Interest,The Hollies,3
Paying The Cost To Be The Boss,B.B. King,1
Payphone,Maroon 5 Featuring Wiz Khalifa,30
Peace In Our Time,Eddie Money,9
Peace Of Mind,Boston,2
Peace Train,Cat Stevens,10
Peace Will Come (According To Plan),Melanie,4
Peaceful,Helen Reddy,10
Peaceful Easy Feeling,Eagles,6
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,27
Peaches,The Presidents Of The United States Of America,6
"Peaches ""N"" Cream",The Ikettes,4
Peaches & Cream,112,25
Peaches & Eggplants,Young Nudy Featuring 21 Savage,3
Peak,Drake,1
Peanut Butter,The Marathons,7
Peek-A-Boo,The Cadillacs,3
Peekaboo,Kendrick Lamar Featuring AzChike,4
Peg,Steely Dan,11
Pelle Coat,Lil Durk,1
Penetration,The Pyramids,6
Pennies From Heaven,The Skyliners,6
Penny Lane,The Beatles,9
Penny Lover,Lionel Richie,13
People,Barbra Streisand,12
People,The Tymes,1
People Are Crazy,Billy Currington,9
People Are People,Depeche Mode,10
People Are Still Having Sex,LaTour,4
People Are Strange,The Doors,7
People Everyday,Arrested Development,18
People Get Ready,The Impressions,5
People Got To Be Free,The Rascals,13
People Gotta Move,Gino Vannelli,5
People In Love,10cc,1
People Make The World Go Round,The Stylistics,6
People Of The South Wind,Kansas,8
People Say,The Dixie Cups,7
Pepas,Farruko,12
Pepe,Duane Eddy His Twangy Guitar And The Rebels,7
Pepino The Italian Mouse,Lou Monte,9
Peppermint Twist - Part I,Joey Dee & the Starliters,14
Percolator (Twist),Billy Joe & The Checkmates,7
Perfect,Ed Sheeran,52
Perfect,One Direction,13
Perfect,Simple Plan,11
Perfect Illusion,Lady Gaga,1
Perfect Timing,Lil Baby,1
Perfect Way,Scritti Politti,13
Perfect World,Huey Lewis & The News,12
Perfidia,The Ventures,10
Perfumito Nuevo,Bad Bunny & RaiNao,1
Permanent,David Cook,1
Permission To Dance,BTS,4
Perro Negro,Bad Bunny & Feid,2
Personal Jesus,Depeche Mode,6
Personality,Lloyd Price and His Orchestra,14
Personally,Karla Bonoff,12
Peter Gunn,Duane Eddy His Twangy Guitar And The Rebels,4
Peter Gunn,Ray Anthony and His Orchestra,13
Peter Pan,Kelsea Ballerini,2
Petite Fleur (Little Flower),Chris Barber's Jazz Band,10
Petty Too,Lil Durk Featuring Future,1
Philadelphia Freedom,The Elton John Band,17
Philadelphia U.S.A.,The Nu Tornados,6
Philly,Playboi Carti & Travis Scott,1
Photograph,Def Leppard,9
Photograph,Ed Sheeran,22
Photograph,J. Cole,1
Photograph,Nickelback,27
Photograph,Ringo Starr,12
Physical,Olivia Newton-John,21
Piano In The Dark,Brenda Russell Featuring Joe Esposito,13
Piano Man,Billy Joel,4
Pick Up The Pieces,AWB,13
Pickin' Wild Mountain Berries,Peggy Scott & Jo Jo Benson,4
Picture,Kid Rock Featuring Sheryl Crow Or Allison Moorer,28
Picture To Burn,Taylor Swift,5
Pictures Of Matchstick Men,The Status Quo,11
Piece By Piece,Kelly Clarkson,2
Piece Of Me,Britney Spears,10
Piece Of My Heart,Big Brother And The Holding Company,8
Piece Of My Heart,Tara Kemp,11
Pieces Of April,Three Dog Night,9
Pieces Of Ice,Diana Ross,3
Pieces Of Me,Ashlee Simpson,18
Pillow Talk,Sylvia (r&b),13
Pillowtalk,Zayn,23
Pills N Potions,Nicki Minaj,2
Pilot Of The Airwaves,Charlie Dore,10
Pimpin' All Over The World,Ludacris Featuring Bobby Valentino,14
Pinball Wizard,The Who,5
"Pinball Wizard/See Me, Feel Me",The New Seekers,4
Pinch Me,Barenaked Ladies,15
Pineapple Princess,Annette With The Afterbeats,9
Pink,Aerosmith,6
Pink Cadillac,Natalie Cole,12
Pink Houses,John Mellencamp,11
Pink Pony Club,Chappell Roan,19
Pink Shoe Laces,Dodie Stevens,14
Pink Skies,Zach Bryan,24
Pink Venom,BLACKPINK,1
Pipe Down,Drake,1
Pipeline,Chantay's,11
Pissed Me Off,Lil Durk,1
Place In This World,Michael W. Smith,11
Plain Jane,A$AP Ferg Featuring Nicki Minaj,9
Plain Jane,Bobby Darin,2
Plan B,Megan Thee Stallion,1
Play,David Banner,15
Play,Jennifer Lopez,10
Play It Again,Luke Bryan,15
Play Me,Neil Diamond,7
Play My Music,Jonas Brothers,2
Play Something Country,Brooks & Dunn,2
Play Something Sweet (Brickyard Blues),Three Dog Night,3
Play That Funky Music,Vanilla Ice,12
Play That Funky Music,Wild Cherry,18
Play The Game Tonight,Kansas,9
Playaz Club,Rappin' 4-Tay,9
Playboy,Gene And Debbe,12
Playboy,The Marvelettes,11
Player's Anthem,Junior M.A.F.I.A.,11
Player's Ball,OutKast,5
Players,Coi Leray,19
Playground,Another Bad Creation,10
Playground In My Mind,Clint Holmes,15
Playing Games,Summer Walker,7
Pleasant Valley Sunday,The Monkees,9
Please,Sawyer Fredericks,1
Please Come Home For Christmas,Eagles,9
Please Come To Boston,Dave Loggins,10
Please Don't Ask About Barbara,Bobby Vee,6
Please Don't Go,Immature,3
Please Don't Go,K.W.S.,16
Please Don't Go,KC And The Sunshine Band,18
Please Don't Go,Mike Posner,15
Please Don't Go,No Mercy,8
Please Don't Go,Ral Donner,1
Please Don't Go Girl,New Kids On The Block,12
Please Don't Leave,Lauren Wood,6
Please Don't Leave Me,P!nk,18
Please Don't Talk To The Lifeguard,Diane Ray,3
Please Forgive Me,Bryan Adams,26
"Please Help Me, I'm Falling",Hank Locklin,15
Please Love Me Forever,Bobby Vinton,11
Please Love Me Forever,Cathy Jean and The Roommates,10
Please Me,Cardi B & Bruno Mars,15
Please Mr. Please,Olivia Newton-John,12
Please Mr. Postman,Carpenters,12
Please Mr. Postman,The Marvelettes,15
Please Mr. Sun,Tommy Edwards,8
Please Please Me,The Beatles,10
Please Please Please,Sabrina Carpenter,29
Please Remember Me,Tim McGraw,16
Please Return Your Love To Me,The Temptations,5
Please Stay,The Drifters,8
Please Tell Me Why,Jackie Wilson,5
Please Tell Me Why,The Dave Clark Five,4
Plug Walk,Rich The Kid,16
Plutoski,Future,1
Po Pimp,Do Or Die (Featuring Twista),13
Po' Folks,Nappy Roots Featuring Anthony Hamilton,11
Pocketful Of Miracles,Frank Sinatra,3
Pocketful Of Sunshine,Natasha Bedingfield,26
Poetic Justice,Kendrick Lamar Featuring Drake,6
Poetry In Motion,Johnny Tillotson,12
Poetry Man,Phoebe Snow,11
Point It Out,Smokey Robinson & The Miracles,4
Point Of Know Return,Kansas,6
Point Of No Return,Expose,11
Point Of No Return,Gene McDaniels,5
Point Of No Return,Nu Shooz,8
Poison,Alice Cooper,10
Poison,Bell Biv DeVoe,17
Poison Arrow,ABC,8
Poison Ivy,The Coasters,11
Poker Face,Glee Cast,1
Poker Face,Lady Gaga,31
Poland,Lil Yachty,1
Polar Opposites,Drake,1
Policy Of Truth,Depeche Mode,9
Polk Salad Annie,Tony Joe White,8
Pompeii,Bastille,36
Pon de Replay,Rihanna,23
Pontoon,Little Big Town,12
Pony,Ginuwine,21
Pony Time,Chubby Checker,14
Poor Boy,The Royaltones,10
Poor Fool,Ike & Tina Turner,2
Poor Jenny,The Everly Brothers,6
Poor Little Fool,Ricky Nelson,9
Poor Little Rich Girl,Steve Lawrence,3
Poor Man's Son,Survivor,4
Poor Poor Pitiful Me,Linda Ronstadt,3
Poor Side Of Town,Johnny Rivers,12
Pop,'N Sync,7
Pop Bottles,Birdman Featuring Lil Wayne,1
Pop Champagne,Jim Jones & Ron Browz Featuring Juelz Santana,12
Pop Goes The Movies Part I,Meco,3
Pop Goes The Weasel,3rd Bass,6
Pop Goes The World,Men Without Hats,10
Pop Life,Prince And The Revolution,10
Pop Muzik,M,20
Pop Out,Lil Baby & Nardo Wick,1
Pop Out,Polo G Featuring Lil Tjay,19
Pop Pop Pop - Pie,The Sherrys,2
Pop Singer,John Mellencamp,7
Pop Style,Drake Featuring The Throne,9
Pop That,"French Montana Featuring Rick Ross, Drake, Lil Wayne",8
Pop That Thang,The Isley Brothers,7
Pop Ur Sht,"21 Savage, Young Thug & Metro Boomin",1
"Pop, Lock & Drop It",Huey,17
Popcorn,Hot Butter,12
Popeye (The Hitchhiker),Chubby Checker,9
Poppin' My Collar,Three 6 Mafia,7
Popsicle,Jan & Dean,6
Popsicles And Icicles,The Murmaids,11
Popstar,DJ Khaled Featuring Drake,13
Por Las Noches,Peso Pluma,5
Portland,Drake Featuring Quavo & Travis Scott,3
Portrait Of My Love,Steve Lawrence,10
Portrait Of My Love,The Tokens,2
Positions,Ariana Grande,29
Positively 4th Street,Bob Dylan,7
Possession,Bad English,8
Possession Obsession,Daryl Hall John Oates,6
Post To Be,Omarion Featuring Chris Brown & Jhene Aiko,26
Potential Breakup Song,Aly & AJ,4
Pound The Alarm,Nicki Minaj,10
Pour It Up,Rihanna,12
Pour Me A Drink,Post Malone Featuring Blake Shelton,17
Pour Some Sugar On Me,Def Leppard,15
Power Of Love,Joe Simon,8
Power Of Love,Laura Branigan,9
Power Of Love/Love Power,Luther Vandross,12
Power To The People,John Lennon/Plastic Ono Band Yoko Ono/Plastic Ono Band,8
Power Trip,J. Cole Featuring Miguel,19
Power Windows,Billy Falcon,2
Powerglide,Rae Sremmurd & Juicy J,8
Practice What You Preach,Barry White,15
Praise God,Kanye West,1
Praise Jah In The Moonlight,YG Marley,3
Praise You,Fatboy Slim,3
Pray,M.C. Hammer,11
Pray For Me,The Weeknd & Kendrick Lamar,17
Pray For You,Jaron And The Long Road To Love,5
Pray You Catch Me,Beyonce,1
Prayed For You,Matt Stell,2
Prayer For The Dying,Seal,14
Prayer In C,Lillywood & Robin Schulz,8
Prayin' For Daylight,Rascal Flatts,2
Praying,Kesha,21
Praying For Time,Carrie Underwood,1
Praying For Time,George Michael,10
Precious And Few,Climax,12
Precious Love,Bob Welch,8
Precious To Me,Phil Seymour,7
"Precious, Precious",Jackie Moore,7
Press,Cardi B,1
Press,Paul McCartney,6
Pressure,Billy Joel,8
Pretending,Glee Cast,1
Pretty Ballerina,The Left Banke,6
Pretty Blue Eyes,Steve Lawrence,13
Pretty Boy Swag,Soulja Boy Tell'em,4
Pretty Flamingo,Manfred Mann,5
Pretty Girl,Jon B,10
Pretty Girl Rock,Keri Hilson,17
Pretty Girls,Britney Spears & Iggy Azalea,3
