title,artist,uri
San Francisco Is A Lonely Town,Joe Simon,spotify:track:4NFYE4QV6wn8SO9DOFnVe0
Echo Park,Keith Barbour,spotify:track:1lT6yzipa1NlOCMFjrKbSB
"Baby, I'm For Real",The Originals,spotify:track:7vI2UMCyF56ZNDbVZmKiJ2
Time Machine,Grand Funk Railroad,spotify:track:4gQW95biEX1279iNeUCN9R
"Mind, Body and Soul",The Flaming Ember,
Was It Good To You,The Isley Brothers,spotify:track:48jb06DQ2W3Qik0Bz0Ziqz
We'll Cry Together,Maxine Brown,spotify:track:6bEZFHtdXyFvugCSv6AMRD
Julia,Ramsey Lewis,spotify:track:75g38CqUeSfxh89MM1roXK
Reuben James,Kenny Rogers & The First Edition,spotify:track:6VzGAkimNeVGJEPlzaBKco
Smile A Little Smile For Me,The Flying Machine,spotify:track:6ChmSR25B7HtNc0qjnXSGg
You'll Never Walk Alone,The Brooklyn Bridge,spotify:track:5qSB1mi5t7UojPB0mO39vr
Ball Of Fire,Tommy James And The Shondells,spotify:track:3kx3S0MbCTRkG6wDUMBwSw
Suite: Judy Blue Eyes,"Crosby, Stills & Nash",spotify:track:2PuUFT13yCzUOZun94WOXv
I'll Bet You,Funkadelic,spotify:track:1eNkiMjZKstmcsg8rcCHft
Delta Lady,Joe Cocker,spotify:track:0gHjMu0zgdBA0GcaA6B6x0
Cherry Hill Park,Billy Joe Royal,spotify:track:2u0kV66s6u9OAVP6PtBf2f
Eternity,Vikki Carr,spotify:track:5h6JA5GqW2kgq82RfEeptY
Groovy Grubworm,Harlow Wilcox and the Oakies,
Let A Man Come In And Do The Popcorn (Part One),James Brown,spotify:track:3vYRHnMN2kD0LFhxnLqjEn
The Sweeter He Is - Part I,The Soul Children,
Silver Threads And Golden Needles,The Cowsills,spotify:track:2o4TJ9g2Fi2J4tkuT4gCka
Hold Me,The Baskerville Hounds,spotify:track:54bLM4MJDZ0hiQiB6Kylo7
Try A Little Kindness,Glen Campbell,spotify:track:2VYF84ZzEofEYYg0cCxETc
Don't Waste My Time,John Mayall,spotify:track:5kytQwmrbViv4f1twPs8BI
All God's Children Got Soul,Dorothy Morrison,
I Can't Be All Bad,Johnny Adams,spotify:track:0DECh1Lm0AzUcePdQV6Oe9
Love In The City,The Turtles,spotify:track:1c1PsSNvo3ylcBctdpd3QW
She Belongs To Me,Rick Nelson,spotify:track:4CT4LF9Ikw8GSZ4PEynvAv
Something,The Beatles,spotify:track:0pNeVovbiZHkulpGeOx1Gj
Come Together/Something,The Beatles,spotify:track:1aIh8C6OpXxOdM4pJatdIW
Backfield In Motion,Mel And Tim,
And When I Die,"Blood, Sweat & Tears",spotify:track:7kDPwGDjxDBONlPpkc1p77
Take A Letter Maria,R.B. Greaves,spotify:track:70V9otkdkxxiRjrdiHk6CO
Na Na Hey Hey Kiss Him Goodbye,Steam,spotify:track:1mrSHPNTDdMkXpR4BiSiD7
Undun,The Guess Who,spotify:track:3zsWzIGaMYfB8V9dPx2nge
Turn On A Dream,The Box Tops,spotify:track:3HuyiVITRMpjsebm2oogMT
Make Your Own Kind Of Music,Mama Cass Elliot,spotify:track:6H3Wa6hWR9DRMzMSd4pZkT
Proud Mary,"The Checkmates, Ltd. Featuring Sonny Charles",spotify:track:54hR1Uq3uNO3uEY19XtqN9
It's Hard To Get Along,Joe Simon,spotify:track:69odFwjE1JL3kHZdEC1wpL
Shangri-La,The Lettermen,spotify:track:4W9dXLZ2ZV3pSYzea0k4Wz
"Yester-Me, Yester-You, Yesterday",Stevie Wonder,spotify:track:604BOp6UdEBbDzFEiA8a7k
Say You Love Me,The Impressions,spotify:track:0pnWjLrf784CX0CHKYoUVj
Crumbs Off The Table,The Glass House,
We Must Be In Love,Five Stairsteps & Cubie,spotify:track:1mxE5cFNlYy42Xd3akQp7v
Just A Little Love,B.B. King,spotify:track:3bwGKA19ifHVldVGqbxFJL
Eli's Coming,Three Dog Night,spotify:track:2clEJgdfdimThOKib9N9ZM
Leaving On A Jet Plane,"Peter, Paul & Mary",spotify:track:6ZSTinOwx5dKFYc6iYyGDn
Roosevelt And Ira Lee (Night of the Mossacin),Tony Joe White,spotify:track:03GK9GntBVDFf3SIff2ZBr
I Still Believe In Tomorrow,John & Anne Ryder,
Down On The Corner/Fortunate Son,Creedence Clearwater Revival,
Evil Woman Don't Play Your Games With Me,CROW,spotify:track:2wbbw0UcpKf8fNjy7oRLbA
Wonderful,Blackwell,spotify:track:7qqrpaM05kOLUp34jQjH3M
These Eyes,Jr. Walker & The All Stars,spotify:track:3bCElt3VUnMl1piGwMol3f
She's Got Love,Thomas & Richard Frost,
Friendship Train,Gladys Knight And The Pips,spotify:track:6nQk9zPytXbYRB0RKqX8i9
Sunday Mornin' Comin' Down,Ray Stevens,spotify:track:3b1USH6dHlQCHl6uJI0qnt
Jingo,Santana,spotify:track:5aPj4JAtKbDl8vRtvQ9fHu
One Woman,Johnny Rivers,
Fortunate Son,Creedence Clearwater Revival,spotify:track:4BP3uh0hFLFRb5cjsgLqDh
Holly Holy,Neil Diamond,spotify:track:3l1YVg3uZMYbi5mROMRWRY
Up On Cripple Creek,The Band,spotify:track:7aTCCNpHJD2Jgv0LLVJb8Y
On The Dock Of The Bay,The Dells,
I Guess The Lord Must Be In New York City,Nilsson,spotify:track:4gFB9xxwrJB0uIEPSquCTU
Tonight I'll Be Staying Here With You,Bob Dylan,spotify:track:3uHpPWsNDTpbbqedCRoaQU
Raindrops Keep Fallin' On My Head,B.J. Thomas,spotify:track:0oMTxTIHAt3hstaoObsmFs
Love Will Find A Way,Jackie DeShannon,spotify:track:2GoT7BpTTnJFgXnQI5cdIL
Okie From Muskogee,Merle Haggard And The Strangers,spotify:track:13vzIXEYIO1Raij50BnExN
Ballad Of Easy Rider,The Byrds,spotify:track:3Uel0UHGHz564BrHmwoWYZ
"We Love You, Call Collect",Art Linkletter,
Cupid,Johnny Nash,spotify:track:4GOdo3wUXB4VToo9Edc9x2
Why Is The Wine Sweeter (On The Other Side),Eddie Floyd,spotify:track:28efchnjqL1fidQ135kcRd
Midnight Cowboy,Ferrante & Teicher,spotify:track:7kkZ5XdCIhjgt6tZIOIRCZ
I Can't Make It Alone,Lou Rawls,spotify:track:1qI1WNtPwjwkT0bM3bHTJR
Someday We'll Be Together,Diana Ross & The Supremes,spotify:track:79Yk6AlSKi5dxDFINID2hS
Heaven Knows,The Grass Roots,spotify:track:4PytEUhlDFjStKqoGn1hHV
A Brand New Me,Dusty Springfield,spotify:track:7wEWrvwOzSnJtEQhDNEGOm
Girls It Ain't Easy,The Honey Cone,spotify:track:5Tfbxaz2DfeL1C9Q9op1CC
You Got To Pay The Price,Gloria Taylor,spotify:track:7aWHP5SHr33FGZHTxu6PpL
The Ten Commandments Of Love,Little Anthony And The Imperials,spotify:track:36lRShqCywAnd6sWppukGi
Kozmic Blues,Janis Joplin,spotify:track:7eYYxblNEZKKeTT0HBQbXO
(I'm So) Afraid Of Losing You Again,Charley Pride,spotify:track:06a8tMaXfKlBKv6df2raWH
Eleanor Rigby,Aretha Franklin,spotify:track:5ryGpLshVg4CFM42WEDzcd
That's How Heartaches Are Made,The Marvelettes,spotify:track:5Ef0xSKstUnm8masfM1k00
Volunteers,Jefferson Airplane,spotify:track:7pTL00cPeIGhvVNlq5qP0k
See Ruby Fall,Johnny Cash,spotify:track:7tldd9oCoMwNelucVLToWB
Midnight,Dennis Yost And The Classics IV,
Get It From The Bottom,The Steelers,
Cold Turkey,Plastic Ono Band,
Jam Up Jelly Tight,Tommy Roe,spotify:track:4mBuXy2y0frBrt8qTiP0mY
I Want You Back,Jackson 5,spotify:track:5LxvwujISqiB8vpRYv887S
Get Rhythm,Johnny Cash,spotify:track:2aq1oBnP7Q176mZw5P6eUk
Swingin' Tight,Bill Deal & The Rhondels,
Curly,Jimmy Clanton,
Don't Let Love Hang You Up,Jerry Butler,spotify:track:21p9wLQ4nSLPtBhZrWhVZh
One Tin Soldier,The Original Caste,spotify:track:26KwdOu3ALLhOaIRFlG48G
St. Louis,The Easybeats,spotify:track:17xkCRaj9OFkqyGB53Coqj
Ain't It Funky Now (Part 1),James Brown,spotify:track:5pDntFG2pviuYB1d9XB0sj
Early In The Morning,Vanity Fare,spotify:track:4gZqRlaWMKcjUFh1Uss8fI
Sunday Mornin',Oliver,spotify:track:5AyTdLBYQCsqV9DMGCp3mV
La La La (If I Had You),Bobby Sherman,spotify:track:7AZJqLdDI22YvziojIveKg
I'll Hold Out My Hand,The Clique,spotify:track:4F7DPcLkBhKIl6yhFMcwhm
Walkin' In The Rain,Jay & The Americans,spotify:track:3MEsh9TCi4D03XLhMgYw2u
Whole Lotta Love,Led Zeppelin,spotify:track:0hCB0YR03f6AmQaHbwWDe8
Fancy,Bobbie Gentry,spotify:track:6aarvZBVzYo3sp4NYOBqCp
It's A Funky Thing-Right On (Part 1),Herbie Mann,
Can't Take My Eyes Off You,Nancy Wilson,spotify:track:30MyA7RaAa7ofOOxzew5vf
Happy,Paul Anka,spotify:track:4fw2iGFp7f43NKSJnw4YM7
Blistered/See Ruby Fall,Johnny Cash,
Don't Cry Daddy/Rubberneckin',Elvis Presley,
What You Gave Me,Marvin Gaye & Tammi Terrell,spotify:track:1yrZ0GevGt5HwBGH16MGBg
I'm Tired,Savoy Brown,spotify:track:2vcnoGHvP31cN4PW7B3EVs
Turn! Turn! Turn!/To Everything There Is A Season,Judy Collins,spotify:track:01e0o0koiUiQZBDFEnAT6D
Je T'Aime...Moi Non Plus,Jane Birkin Serge Gainsbourg,spotify:track:5P0tWr5JZqDoi5wq2OalFH
Jingle Jangle,The Archies,spotify:track:6Jygcsf4NrgFsj9VIBvFEm
Tonight I'll Say A Prayer,Eydie Gorme,spotify:track:4judOLOr15oW7l0skpZEwU
I Love You,Otis Leavill,spotify:track:472etGt9JElKhPt3bQ00OG
No One Better Than You,Petula Clark,spotify:track:06ebPd28WzzhxbpFISyUNG
You Keep Me Hanging On,Wilson Pickett,
(One Of These Days) Sunday's Gonna' Come On Tuesday,The New Establishment,
Feeling Alright,Mongo Santamaria,
Wichita Lineman,Sergio Mendes & Brasil '66,spotify:track:5wPIaA0VAvclScXgTbuvYz
Goin' Out Of My Head/Forget To Remember,Frank Sinatra,
Don't Let Him Take Your Love From Me,Four Tops,spotify:track:1wVNVHIywYAfHuVgdHXr3p
"Wonderful World, Beautiful People",Jimmy Cliff,spotify:track:7vCEPLGrLHqBHyRPPsweYY
Winter World Of Love,Engelbert Humperdinck,spotify:track:43bGwVwcsIikAz0PcBi8o8
Lady-O,The Turtles,spotify:track:5ENPFf3Q9qRXHVv5jSRLxS
Look-Ka Py Py,The Meters,spotify:track:5x9239aGsatbpoPHSbDXBv
She Came In Through The Bathroom Window,Joe Cocker,spotify:track:1HLi7j0ENx5KiBeOZPW8xA
Arizona,Mark Lindsay,spotify:track:2RtmMC4btQbvQ9w5KxPZpy
Let's Work Together (Part 1),Wilbert Harrison,
I Started Loving You Again,Al Martino,
Camel Back,A.B. Skhy,
She,Tommy James And The Shondells,spotify:track:6uEKaRsBLQ1Lpgg88KhUCL
Point It Out,Smokey Robinson & The Miracles,spotify:track:4gZAcHUmSixJCsLgh2N8Jf
Venus,The Shocking Blue,spotify:track:0Z3xhSOhrawLV81YdiDiiJ
She Lets Her Hair Down (Early In The Morning),The Tokens,
When Julie Comes Around,The Cuff Links,spotify:track:6i8LRAYqCFDjbptMl5oeCw
"To Be Young, Gifted And Black",Nina Simone,spotify:track:67RKpDruBXMJgAmhJAivXr
Is It Because I'm Black,Syl Johnson,spotify:track:7jIUxP1H9SoD6qq8YHjSTV
Land Of 1000 Dances,The Electric Indian,
Six White Horses,Tommy Cash,spotify:track:49G19iNgHgIXlnABDy9UEG
She Lets Her Hair Down (Early In The Morning),Gene Pitney,spotify:track:2s6gmTma5MQojewf3Emola
Alice's Rock & Roll Restaurant,Arlo Guthrie,
How I Miss You Baby,Bobby Womack,spotify:track:6EW5O0AbSLcamB2L89YrNq
Big In Vegas,Buck Owens and The Buckaroos,spotify:track:1SrCyZOHVOduHL7AFLLBc1
Let A Man Come In And Do The Popcorn (Part Two),James Brown,spotify:track:6SgghjKOT2vbjpb9AMs0UH
Baby Take Me In Your Arms,Jefferson,spotify:track:4FtNl9Y6iNY96jknEQ7sXu
I'm So Glad I Fell For You,David Ruffin,spotify:track:3BH6jRogHdFvpGkQoxzJTZ
No Time,The Guess Who,spotify:track:5iO18y1eBLAcRcPZKb40Dh
Are You Getting Any Sunshine?,Lou Christie,spotify:track:5Jb3RfbPcmkoKSy7003xOP
Come Saturday Morning,The Sandpipers,spotify:track:6CktzfYm1SNLwFiyV9XwJY
Together,The Illusion,spotify:track:75h57zShgPCAEeV3mowddN
Groovin' (Out On Life),The Newbeats,
I'm Gonna Love You,The Intrigues,spotify:track:5RlIBEQsCmqMPI9zbE4vwp
Voodoo Woman,Simon Stokes/Nighthawks,spotify:track:5qwlLXzZ0FtwQYxwwsbWQw
Bold Soul Sister,Ike & Tina Turner,spotify:track:6g2RtR71Qj12dKQIwPpFJc
Love Bones,Johnnie Taylor,spotify:track:4QscbhPWgoercB4xv645QE
It's Been A Long Time,Betty Everett,
Mr. Limousine Driver,Grand Funk Railroad,spotify:track:6p37vbN1ckKthSv1XwnJ5N
Too Many Cooks (Spoil The Soup),100 Proof Aged in Soul,spotify:track:3hU9zQlmfP3YPyznAvqrvD
"He Ain't Heavy, He's My Brother",The Hollies,spotify:track:41iPmvB2ogl3dzEHw9EZh0
Without Love (There Is Nothing),Tom Jones,
I'll Never Fall In Love Again,Dionne Warwick,spotify:track:1MHgV79MSYE6ymNlGa3bRY
Monster,Steppenwolf,spotify:track:3iw8gIi3eQxj6DJVJyUppa
Hey There Lonely Girl,Eddie Holman,spotify:track:1MI8aQJAoaYhIaVNz5giKB
Traces/Memories Medley,The Lettermen,spotify:track:29tlRv6CSzkBj0DOyJjSsp
Oh Me Oh My (I'm A Fool For You Baby),Lulu,spotify:track:6pbUTPNk144OwRGpGD7qti
A World Without Music,Archie Bell & The Drells,spotify:track:6cEfNnApZLeaYFUjHgpl4P
Theme From Electric Surfboard,Brother Jack McDuff,spotify:track:6eHVWEOlLetg8gscLtAUsI
The Gangs Back Again,Kool & The Gang,spotify:track:0qJ7VIc05OdciRRvTXAVkt
Guess Who,Ruby Winters,spotify:track:2fhqzWRkNYcwmsNTPUPg96
The Thrill Is Gone,B.B. King,spotify:track:4NQfrmGs9iQXVQI9IpRhjM
Walk A Mile In My Shoes,Joe South and The Believers,
Thank You Falettinme Be Mice Elf Agin/Everybody Is A Star,Sly & The Family Stone,
Blowing Away,The 5th Dimension,spotify:track:4QA7qq93cMngOaSNEZVOXa
Hold On,The Rascals,spotify:track:47rtbd1K2285AETpjioeyG
Jennifer Tomkins,Street People,spotify:track:6pXUMoOgpSZ0OvDyEDeH32
Won't Find Better (Than Me),The New Hope,
"Theme Music For The Film ""2001"" A Space Odyssey from Also Sprach Zarathustr",Berlin Philharmonic,
Want You To Know,Rotary Connection,spotify:track:4aHcGoFLj0Jg5bc3g62KhU
I'm Just A Prisoner (Of Your Good Lovin'),Candi Staton,spotify:track:1AYXaktCxrgKdjbxNMtwAq
Moon Walk Part 1,Joe Simon,spotify:track:6JxD7L2S9xCHuNWYGC9NTL
How Can I Forget/Gonna Give Her All The Love I've Got,Marvin Gaye,
My Honey And Me,Luther Ingram,spotify:track:1IK4TS8V64ffob0fHpBOZz
Breaking Up Is Hard To Do,Lenny Welch,spotify:track:6IbJJnUdfLx8tIihXgnVUE
How Can I Tell My Mom & Dad,The Lovelites,
"Barbara, I Love You",New Colony Six,
Compared To What,Les McCann & Eddie Harris,spotify:track:32hdwm17L8lc2OfBxfarsJ
Johnny B. Goode,Johnny Winter,spotify:track:08muWDZawdL3gDoc8a6xph
If I Never Knew Your Name,Vic Dana,spotify:track:6Udetniaf2njLUgs7Y03Iv
Mornin Mornin,Bobby Goldsboro,
Didn't I (Blow Your Mind This Time),The Delfonics,spotify:track:1NeKY4qWsCnhY8fvhwQa7q
Rainy Night In Georgia/Rubberneckin',Brook Benton,
Honey Come Back,Glen Campbell,spotify:track:26qDFDKrveLljfIX5ft061
The Touch Of You,Brenda & The Tabulations,spotify:track:77uBKmD6CASCdkShSM3SPt
Give Me Just A Little More Time,Chairman Of The Board,
Psychedelic Shack,The Temptations,spotify:track:5kx4xMErn45NZvEChKiqdo
If Walls Could Talk,Little Milton,spotify:track:1trdfvllOwo5wcUaUhJamP
Country Preacher,Cannonball Adderley,spotify:track:7g4LLcIDNC1gVcz97dpVR2
The Ghetto-Part 1,Donny Hathaway,
Shades Of Green,The Flaming Ember,
Evil Ways,Santana,spotify:track:5tmrnhMxx39jnu3kjopMdP
If I Were A Carpenter,Johnny Cash & June Carter,spotify:track:1UN6NjkwkztYxl6XzIp0pJ
Oh What A Day,The Dells,spotify:track:4VV1PLuQq9KyH6JUFXlFuH
Ma Belle Amie,The Tee Set,
It's Just A Matter Of Time,Sonny James,spotify:track:0SY37QOK0zoT0M94mWDZt9
Then She's A Lover,Roy Clark,spotify:track:0uGvmNaATnaJlcfHJ7oLt8
Always Something There To Remind Me,R.B. Greaves,spotify:track:1WFZTMBQabuD1Thl7OPBlk
Got To See If I Can't Get Mommy (To Come Back Home),Jerry Butler,spotify:track:5VGhkTMwXleuHmtbrCrvix
You Got Me Hummin,Cold Blood,spotify:track:1A4eGVWeU3TUd1MxNdxU65
I've Gotta Make You Love Me,Steam,
Travelin' Band/Who'll Stop The Rain,Creedence Clearwater Revival,
The Rapper,The Jaggerz,spotify:track:0s1PceKn7sF0Pc8bsnDN1t
Oh Well - Pt. I,Fleetwood Mac,spotify:track:1T5TAg8gMR3MmJwAOOPCWC
New World Coming,Mama Cass Elliot,spotify:track:4uR9G2lgjfmYmATfxeVc1x
Down In The Alley,Ronnie Hawkins,spotify:track:1seMwNogcfKoM4l3dYf2GH
Welfare Cadilac,Guy Drake,
The Court Of The Crimson King - Part 1,King Crimson,
Victoria,The Kinks,spotify:track:15mqVeWrB9bPHgI0s1Vq7w
Save The Country,Thelma Houston,spotify:track:0HglXwBvTeDnVGYZVUTKJg
Superstar,Murray Head With The Trinidad Singers,spotify:track:1D1p0w1Hcpjoi8rf75tnpe
I'll See Him Through,Tammy Wynette,spotify:track:3kLPYEPgPfa5fBROK2qjbP
Bridge Over Troubled Water,Simon & Garfunkel,spotify:track:6l8EbYRtQMgKOyc1gcDHF9
Do The Funky Chicken,Rufus Thomas,spotify:track:1ZtPpbHgnj6JLIv1Rpuc3x
Never Had A Dream Come True,Stevie Wonder,spotify:track:4f4eRgbq1Fi1vukvw25e22
House Of The Rising Sun,Frijid Pink,spotify:track:4tRxP78WiW3f7ta95ZQH2O
Good Guys Only Win In The Movies,Mel And Tim,
"Easy Come, Easy Go",Bobby Sherman,spotify:track:4Ht8wlFBxdNiQQSdWTBOik
Shilo,Neil Diamond,spotify:track:3pM7OQuMBuTxTDXCt60C3j
Why Should I Cry,The Gentrys,spotify:track:5JziX2zt2SxGYuNB3KPCj0
My Elusive Dreams,Bobby Vinton,spotify:track:0qxxN0dtn5GZ0wNEboFekI
Come And Get It,Badfinger,spotify:track:0wb21I1NV5uVUolRXIqlJF
Can't Help Falling In Love,Al Martino,spotify:track:176pC7LTKZKWqXvfon3P62
She's Ready,Spiral Starecase Featuring: Pat Upton,spotify:track:4wwd1GByeADC5G0awAXPsz
1984,Spirit,spotify:track:3oJ6FDDFFaNI9hDr6MCxVU
Jesus Is Just Alright,The Byrds,spotify:track:0bux8uey9F2gKAY3OMCUFW
The Bells,The Originals,spotify:track:3yLfTf22Z4QnjrDNVq6HQu
Call Me/Son Of A Preacher Man,Aretha Franklin,
It's A New Day (Part 1) & (Part 2),James Brown,
Keep On Doin',The Isley Brothers,spotify:track:5K1xCoqZoqNkQQndzjMKJX
Something's Burning,Kenny Rogers & The First Edition,spotify:track:4m9zF5OiikfhWTjcXTHAJx
Walking Through The Country,The Grass Roots,spotify:track:0bPO6CAxcjhiSwTlwrjLtQ
A Friend In The City,Andy Kim,
Ticket To Ride,Carpenters,spotify:track:6znamKG8zGBhc8IjocQ5zY
Heartbreaker,Grand Funk Railroad,spotify:track:1H28BobfKOhI3odo2ZIWY0
All I Have To Do Is Dream,Bobbie Gentry & Glen Campbell,spotify:track:3FUGhktHS6iEAReiDwXuqm
Kentucky Rain,Elvis Presley,spotify:track:1dIChAQ6MLzIsXWl6vWAqX
If You've Got A Heart,Bobby Bland,spotify:track:1Rns2Yiuu0yiLDeCOqClJH
Rag Mama Rag,The Band,spotify:track:1fvtT8W7lNwRuw6UxA0cBU
Take It Off Him And Put It On Me,Clarence Carter,
The Fightin' Side Of Me,Merle Haggard And The Strangers,spotify:track:5Afue9VTRQFArYOjtyUCri
Gotta Hold On To This Feeling,Jr. Walker & The All Stars,spotify:track:1rpSV3oxcWfykhF4JyewA7
Love Grows (Where My Rosemary Goes),Edison Lighthouse,spotify:track:5Ts1DYOuouQLgzTaisxWYh
Gotta Get Back To You,Tommy James And The Shondells,spotify:track:18rfUVDkibMedZIFNjE8IE
A Change Is Gonna Come & People Gotta Be Free/The Declaration,The 5th Dimension,
Until It's Time For You To Go,Neil Diamond,spotify:track:6fsAxEHvbVPU8pVPnBXaX2
Take A Look Around,Smith,spotify:track:276DTCILFYlkQlafEXvnV7
The Cat Walk,The Village Soul Choir,
California Girl,Eddie Floyd,spotify:track:4DvqAY9mzeTjQUNvsROwji
Just Seventeen,The Raiders,spotify:track:0HLPvnTJQ5VGBK6hgzxYFG
Baby Make It Soon,The Flying Machine,spotify:track:6oxxja3BFnrqpPk6Rxtkcw
Temma Harbour,Mary Hopkin,spotify:track:4DKEYFwyD0XWRzdHVjnGuq
Comin' Home,Delaney & Bonnie & Friends/Eric Clapton,spotify:track:7ad6wbYbJEfYsrEKSGmOzh
Celebrate,Three Dog Night,spotify:track:3uQyGzJkoJ4N0rBVuCCuOB
Spirit In The Sky,Norman Greenbaum,spotify:track:0jvN7eQJJt4nxQzgQfZ1SP
Instant Karma (We All Shine On),John Ono Lennon,spotify:track:14yws39qBiZig9vh3LiqHR
Stir It Up And Serve It,Tommy Roe,spotify:track:2m8GdIN3YhG5JNxHFHAXOQ
To The Other Woman (I'm The Other Woman),Doris Duke,spotify:track:2nRk3PqhhekI963sCvoRrm
You're The One-Part II,Little Sister,
Long Lonesome Highway,Michael Parks,spotify:track:7qHGRefOGiaPqrG4IEckcv
Rock Island Line,Johnny Cash,spotify:track:4rsFMe6rQYwbDANYQWWFa8
"Silly, Silly, Fool",Dusty Springfield,spotify:track:72JpCXt7QiZxC9sW7XNXmP
"Love, Peace And Happiness",Chambers Brothers,spotify:track:7bV9hOdb1NqHCGBJgREmw7
Can't Help Falling In Love,Andy Williams,spotify:track:09jpVE2px743apfFt7vJif
Tennessee Bird Walk,Jack Blanchard & Misty Morgan,spotify:track:4xSrLrL3N7dDenrJ4cplzw
Message From A Black Man,The Whatnauts & The Whatnaut Band,spotify:track:77OrSP1deVWbCGtE1FNNlr
Sparkle And Shine,The Clique,spotify:track:5CSRuOixA0hWAvctAM44wJ
Up The Ladder To The Roof,The Supremes,spotify:track:2sHahlW8ib7C7GkuV39tKR
Come Together,Ike & Tina Turner & The Ikettes,spotify:track:4XHuEHpj3YJIA5NGt7iyCh
Easy To Be Free,Rick Nelson,spotify:track:3aJ73QHk0LSbw4lpxxTuwq
Gonna Give Her All The Love I've Got,Marvin Gaye,spotify:track:4d8MN3egxWp2lqC7J7VKlj
Love Or Let Me Be Lonely,The Friends Of Distinction,spotify:track:1JVvzXYupK5ED9KaX4VFW9
Let's Give Adam And Eve Another Chance,Gary Puckett And The Union Gap,spotify:track:2RXN9XJzT2TN2HyYxWnZSb
Who's Your Baby?,The Archies,spotify:track:4Q30qlfiBbVV3NxZVBb6j9
Add Some Music To Your Day,The Beach Boys,spotify:track:5fmSii6QOiD1LPvfapnQHK
Brighton Hill,Jackie DeShannon,spotify:track:6RC30gYyFVFtCc9828SxAN
Don't Worry Baby,The Tokens,spotify:track:3Ndvx2mxs9Z8QiMjP7NuYX
Mighty Joe,The Shocking Blue,spotify:track:6fM7TjOHvY9x8kLL5utfS4
Mississippi Mama,Owen B.,
Run Sally Run,The Cuff Links,spotify:track:55lzsFIrl6FL3BRYYGQD94
ABC,Jackson 5,spotify:track:2VCUcIPY3i6pv9Nu9Vg6k3
Living Loving Maid (She's Just A Woman),Led Zeppelin,spotify:track:49C6EGQhCUSgyADHYvJ7ez
Come Into My Life,Jimmy Cliff,spotify:track:0Gms0Ad9iBfwoInbDbSoLn
Get Ready,Rare Earth,spotify:track:6pN3ra1mEPtjFsdCvDDHW3
"My Woman, My Woman, My Wife",Marty Robbins,spotify:track:7K40sZ0ZV6vGjzSso2nFyr
For The Love Of Him,Bobbi Martin,spotify:track:0bPvzekP28TMYBEsG73lmy
Is Anybody Goin' To San Antone,Charley Pride,spotify:track:4YoKrIafwopFW5OfjaRwty
Reflections Of My Life,The Marmalade,
You've Made Me So Very Happy,Lou Rawls,spotify:track:4q7sSG5Ki7S9DqrjPztywV
Laughin And Clownin,Ray Charles,spotify:track:7bWtlPMvoiqikilttM1nYy
Let It Be,The Beatles,spotify:track:7iN1s7xHE4ifF5povM6A48
American Woman/No Sugar Tonight,The Guess Who,
Turn Back The Hands Of Time,Tyrone Davis,spotify:track:5o3qMny3Ym8O512RKrNoLw
Little Green Bag,George Baker Selection,spotify:track:4DR5MStkWtDYf17jBUOo0V
I Could Write A Book,Jerry Butler,spotify:track:5TyyswOrL22rJAJvvuCLVA
Dear Prudence,The 5 Stairsteps,
Funky Drummer (Part 1),James Brown,
You Need Love Like I Do (Don't You),Gladys Knight And The Pips,spotify:track:3q19ZrEcwboapOguKyx5Lc
Nothing Succeeds Like Success,Bill Deal & The Rhondels,
I Would Be In Love (Anyway),Frank Sinatra,spotify:track:5wyONsMb0O5fiRFYsPZhg9
Funky Chicken (Part 1),Willie Henderson And The Soul Explosions,spotify:track:0e7Yx4UFoJ7jzx8l7XotMK
You Keep Tightening Up On Me,The Box Tops,spotify:track:2heDy5AX5nqIrg6jO1mYDo
Hitchin' A Ride,Vanity Fare,spotify:track:1d3nxjsN3bBl4bP2UPuVl8
Children,Joe South,spotify:track:3NcbI0iX8VQyR9D3qsmNjl
Time To Get It Together,Country Coalition,
"I Got A Thing, You Got A Thing, Everybody's Got A Thing",Funkadelic,spotify:track:5GIMpTRv0HMoPTMKfoNHV7
Woodstock,"Crosby, Stills, Nash & Young",spotify:track:2iqKVzMZpyUVPwxIVaQkhm
Everybody's Out Of Town,B.J. Thomas,spotify:track:22gpkqLhpipC4JCFl5axVh
The Funniest Thing,Dennis Yost And The Classics IV,
Brown Paper Bag,Syndicate Of Sound,
But For Love,Jerry Naylor,spotify:track:5SX9wQDM4Zbf87SDQoldLH
Capture The Moment,Jay & The Americans,spotify:track:4K0PEpyhPdemgNj1CRPGOj
"July 12, 1939",Charlie Rich,spotify:track:0a32BQVIZxqDYiSHtvpAkb
If Only I Had My Mind On Something Else,Bee Gees,spotify:track:49TAefltwdGl085fK0EcUV
Vehicle,The Ides Of March,spotify:track:6hnyQ0YpiO35rutiLLHLmr
Which Way You Goin' Billy?,The Poppy Family (Featuring Susan Jacks),spotify:track:6TtWuzlHNTvtnpO0pI83MU
The Girls' Song,The 5th Dimension,spotify:track:0G1neOUMRFBaWkoux5qmfK
Deeper (In Love With You),The O'Jays,spotify:track:2dnfU8amGZGqhjPxEll7vF
Cryin' In The Streets (Part 1),George Perkins & The Silver Stars,spotify:track:7Euh5Gb67zewmQg0WKW5BE
Everything Is Beautiful,Ray Stevens,spotify:track:6dK0AYajyKG5xiduYXkISl
