title,artist,debut
Cold,Maroon 5 Featuring Future,2017-03-04
Bom Bidi Bom,Nick Jonas & Nicki Minaj,2017-03-04
Shining,DJ Khaled Featuring Beyonce & JAY Z,2017-03-04
Helium,Sia,2017-03-04
Heroe Favorito,Romeo Santos,2017-03-04
Everything 1K,Kodak Black,2017-03-04
Everyday,Ariana Grande Featuring Future,2017-03-04
Rolex,Ayo & Teo,2017-03-04
Cash Me Outside (#CashMeOutside),DJ Suede The Remix God,2017-03-04
It Ain't Me,Kygo x Selena Gomez,2017-03-04
Yeah Boy,Kelsea Ballerini,2017-03-04
Hurricane,Luke Combs,2017-03-04
Tunnel Vision,Kodak Black,2017-03-11
How Would You Feel (Paean),Ed Sheeran,2017-03-11
Love,Lana Del Rey,2017-03-11
Draco,Future,2017-03-11
Mask Off,Future,2017-03-11
Heavy,Linkin Park Featuring Kiiara,2017-03-11
Rent Money,Future,2017-03-11
Something Just Like This,The Chainsmokers & Coldplay,2017-03-11
Super Trapper,Future,2017-03-11
Zoom,Future,2017-03-11
Stay,Zedd & Alessia Cara,2017-03-18
Slide,Calvin Harris Featuring Frank Ocean & Migos,2017-03-18
Selfish,Future Featuring Rihanna,2017-03-18
Comin Out Strong,Future Featuring The Weeknd,2017-03-18
Make Love,Gucci Mane & Nicki Minaj,2017-03-18
Losin Control,Russ,2017-03-18
"God, Your Mama, And Me",Florida Georgia Line Featuring Backstreet Boys,2017-03-18
Hometown Girl,Josh Turner,2017-03-18
Green Light,Lorde,2017-03-18
Perfect,Ed Sheeran,2017-03-25
Dive,Ed Sheeran,2017-03-25
Galway Girl,Ed Sheeran,2017-03-25
Happier,Ed Sheeran,2017-03-25
New Man,Ed Sheeran,2017-03-25
Supermarket Flowers,Ed Sheeran,2017-03-25
What Do I Know?,Ed Sheeran,2017-03-25
Eraser,Ed Sheeran,2017-03-25
Hearts Don't Break Around Here,Ed Sheeran,2017-03-25
Barcelona,Ed Sheeran,2017-03-25
No Frauds,"Nicki Minaj, Drake & Lil Wayne",2017-04-01
Regret In Your Tears,Nicki Minaj,2017-04-01
Changed It,Nicki Minaj & Lil Wayne,2017-04-01
Chanel,Frank Ocean,2017-04-01
Liability,Lorde,2017-04-01
Prblms,6LACK,2017-04-01
Passionfruit,Drake,2017-04-08
Portland,Drake Featuring Quavo & Travis Scott,2017-04-08
Free Smoke,Drake,2017-04-08
Gyalchester,Drake,2017-04-08
Teenage Fever,Drake,2017-04-08
Sacrifices,Drake Featuring 2 Chainz & Young Thug,2017-04-08
Blem,Drake,2017-04-08
No Long Talk,Drake Featuring Giggs,2017-04-08
Get It Together,Drake Featuring Jorja Smith & Black Coffee,2017-04-08
KMT,Drake Featuring Giggs,2017-04-08
Jorja Interlude,Drake,2017-04-08
4422,Drake Featuring Sampha,2017-04-08
Madiba Riddim,Drake,2017-04-08
Glow,Drake Featuring Kanye West,2017-04-08
Do Not Disturb,Drake,2017-04-08
Nothings Into Somethings,Drake,2017-04-08
Ice Melts,Drake Featuring Young Thug,2017-04-08
Lose You,Drake,2017-04-08
Since Way Back,Drake Featuring PARTYNEXTDOOR,2017-04-08
Skepta Interlude,Drake,2017-04-08
Can't Have Everything,Drake,2017-04-08
At My Best,Machine Gun Kelly Featuring Hailee Steinfeld,2017-04-08
Trap Trap Trap,Rick Ross Featuring Young Thug & Wale,2017-04-08
Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,2017-04-08
The Heart Part 4,Kendrick Lamar,2017-04-15
XO TOUR Llif3,Lil Uzi Vert,2017-04-15
Speak To A Girl,Tim McGraw & Faith Hill,2017-04-15
Still Got Time,Zayn Featuring PARTYNEXTDOOR,2017-04-15
Humble.,Kendrick Lamar,2017-04-22
Craving You,Thomas Rhett Featuring Maren Morris,2017-04-22
Everybody,Logic,2017-04-22
You Look Good,Lady Antebellum,2017-04-22
Tin Man,Miranda Lambert,2017-04-22
Subeme La Radio,"Enrique Iglesias Featuring Descemer Bueno, Zion & Lennox Or Sean Paul",2017-04-22
First Day Out,Tee Grizzley,2017-04-22
The One,The Chainsmokers,2017-04-22
Conscience,Kodak Black Featuring Future,2017-04-22
Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,2017-04-22
Heatstroke,"Calvin Harris Featuring Young Thug, Pharrell Williams & Ariana Grande",2017-04-22
How Not To,Dan + Shay,2017-04-22
Human,Rag'n'Bone Man,2017-04-22
Sign Of The Times,Harry Styles,2017-04-29
Now Or Never,Halsey,2017-04-29
Unforgettable,French Montana Featuring Swae Lee,2017-04-29
Everyday We Lit,YFN Lucci Featuring PnB Rock,2017-04-29
Cake,Flo Rida & 99 Percent,2017-04-29
Bar At The End Of The World,Kenny Chesney,2017-04-29
Weak,AJR,2017-04-29
If I Told You,Darius Rucker,2017-04-29
Flatliner,Cole Swindell,2017-04-29
DNA.,Kendrick Lamar,2017-05-06
Loyalty.,Kendrick Lamar Featuring Rihanna,2017-05-06
Element.,Kendrick Lamar,2017-05-06
Love.,Kendrick Lamar Featuring Zacari,2017-05-06
Yah.,Kendrick Lamar,2017-05-06
XXX.,Kendrick Lamar Featuring U2,2017-05-06
Feel.,Kendrick Lamar,2017-05-06
Pride.,Kendrick Lamar,2017-05-06
The Cure,Lady Gaga,2017-05-06
Lust.,Kendrick Lamar,2017-05-06
Fear.,Kendrick Lamar,2017-05-06
Blood.,Kendrick Lamar,2017-05-06
God.,Kendrick Lamar,2017-05-06
Duckworth.,Kendrick Lamar,2017-05-06
Good Life,G-Eazy & Kehlani,2017-05-06
Peek A Boo,Lil Yachty Featuring Migos,2017-05-06
Black SpiderMan,Logic Featuring Damian Lemar Hudson,2017-05-06
Broken Halos,Chris Stapleton,2017-05-06
The Night We Met,Lord Huron,2017-05-06
There's Nothing Holdin' Me Back,Shawn Mendes,2017-05-13
Lust For Life,Lana Del Rey Featuring The Weeknd,2017-05-13
Attention,Charlie Puth,2017-05-13
Do Re Mi,blackbear,2017-05-13
Hard Times,Paramore,2017-05-13
My Girl,Dylan Scott,2017-05-13
I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",2017-05-20
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,2017-05-20
First Time,Kygo & Ellie Goulding,2017-05-20
Thunder,Imagine Dragons,2017-05-20
Bon Appetit,Katy Perry Featuring Migos,2017-05-20
Privacy,Chris Brown,2017-05-20
Slow Hands,Niall Horan,2017-05-20
Magnolia,Playboi Carti,2017-05-20
Sweet Creature,Harry Styles,2017-05-20
Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,2017-05-20
Malibu,Miley Cyrus,2017-05-27
Every Time I Hear That Song,Blake Shelton,2017-05-27
Either Way,Chris Stapleton,2017-05-27
Drinkin' Problem,Midland,2017-05-27
Rollin,Calvin Harris Featuring Future & Khalid,2017-06-03
Bad Liar,Selena Gomez,2017-06-03
Whatever It Takes,Imagine Dragons,2017-06-03
Felices Los 4,Maluma,2017-06-03
No Promises,Cheat Codes Featuring Demi Lovato,2017-06-03
Ghost In This House,Lauren Duski,2017-06-03
Me Enamore,Shakira,2017-06-03
Strip That Down,Liam Payne Featuring Quavo,2017-06-10
Deja Vu,Lauren Duski,2017-06-10
Swish Swish,Katy Perry Featuring Nicki Minaj,2017-06-10
Crying In The Club,Camila Cabello,2017-06-10
Money On You,Chris Blue,2017-06-10
Yours If You Want It,Rascal Flatts,2017-06-10
Most Girls,Hailee Steinfeld,2017-06-10
The Dance,Lauren Duski,2017-06-10
Boy,Lee Brice,2017-06-10
Somethin Tells Me,Bryson Tiller,2017-06-17
Self-Made,Bryson Tiller,2017-06-17
Met Gala,Gucci Mane Featuring Offset,2017-06-17
Don't Get Too High,Bryson Tiller,2017-06-17
No Such Thing As A Broken Heart,Old Dominion,2017-06-17
Run Me Dry,Bryson Tiller,2017-06-17
There For You,Martin Garrix x Troye Sivan,2017-06-17
No Longer Friends,Bryson Tiller,2017-06-17
Butterfly Effect,Travis Scott,2017-06-17
Strangers,Halsey Featuring Lauren Jauregui,2017-06-17
Down,Fifth Harmony Featuring Gucci Mane,2017-06-24
To The Max,DJ Khaled Featuring Drake,2017-06-24
4 AM,2 Chainz Featuring Travis Scott,2017-06-24
Whatever You Need,Meek Mill Featuring Chris Brown & Ty Dolla $ign,2017-06-24
Small Town Boy,Dustin Lynch,2017-06-24
Know No Better,"Major Lazer Featuring Travis Scott, Camila Cabello & Quavo",2017-06-24
It's Everyday Bro,Jake Paul Featuring Team 10,2017-06-24
Somebody Else Will,Justin Moore,2017-06-24
Nobody Else But You,Trey Songz,2017-06-24
2U,David Guetta Featuring Justin Bieber,2017-07-01
Love Galore,SZA Featuring Travis Scott,2017-07-01
Do I Make You Wanna,Billy Currington,2017-07-01
Escapate Conmigo,Wisin Featuring Ozuna,2017-07-01
What Ifs,Kane Brown Featuring Lauren Alaina,2017-07-01
It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",2017-07-01
It Ain't My Fault,Brothers Osborne,2017-07-01
Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,2017-07-08
Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",2017-07-08
First Day Out,Kodak Black,2017-07-08
Relationship,Young Thug Featuring Future,2017-07-08
Feel It Still,Portugal. The Man,2017-07-08
Real Hitta,Plies Featuring Kodak Black,2017-07-08
Signs,Drake,2017-07-15
Don't Quit,DJ Khaled & Calvin Harris Featuring Travis Scott & Jeremih,2017-07-15
No Complaints,Metro Boomin Featuring Offset & Drake,2017-07-15
On Everything,"DJ Khaled Featuring Travis Scott, Rick Ross & Big Sean",2017-07-15
Crew,GoldLink Featuring Brent Faiyaz & Shy Glizzy,2017-07-15
Mi Gente,J Balvin & Willy William Featuring Beyonce,2017-07-22
Rake It Up,Yo Gotti Featuring Nicki Minaj,2017-07-22
Bodak Yellow (Money Moves),Cardi B,2017-07-22
Who Dat Boy,"Tyler, The Creator",2017-07-22
Heartache On The Dance Floor,Jon Pardi,2017-07-22
Extra Luv,Future Featuring YG,2017-07-22
The Story Of O.J.,JAY-Z,2017-07-29
Praying,Kesha,2017-07-29
Bank Account,21 Savage,2017-07-29
4:44,JAY-Z,2017-07-29
Bam,"JAY-Z Featuring Damian ""Jr. Gong"" Marely",2017-07-29
Family Feud,JAY-Z Featuring Beyonce,2017-07-29
Sorry Not Sorry,Demi Lovato,2017-07-29
Kill Jay Z,JAY-Z,2017-07-29
Smile,JAY-Z Featuring Gloria Carter,2017-07-29
Caught Their Eyes,JAY-Z Featuring Frank Ocean,2017-07-29
Moonlight,JAY-Z,2017-07-29
Glorious,Macklemore Featuring Skylar Grey,2017-07-29
Marcy Me,JAY-Z,2017-07-29
Get Low,Zedd & Liam Payne,2017-07-29
Fetish,Selena Gomez Featuring Gucci Mane,2017-07-29
Famous,21 Savage,2017-07-29
A Lie,French Montana Featuring The Weeknd & Max B,2017-08-05
Jerika,Jake Paul & Erika Costell Featuring Uncle Kade,2017-08-05
Young Dumb & Broke,Khalid,2017-08-05
Woman,Kesha Featuring The Dap-Kings Horns,2017-08-05
Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,2017-08-12
What's My Name,"China Anne McClain, Thomas Doherty & Dylan Playfair",2017-08-12
Issues,Meek Mill,2017-08-12
Wins & Losses,Meek Mill,2017-08-12
It's Goin' Down,Descendants 2 Cast,2017-08-12
1942 Flows,Meek Mill,2017-08-12
Imitadora,Romeo Santos,2017-08-12
We Ball,Meek Mill Featuring Young Thug,2017-08-12
F**k That Check Up,Meek Mill Featuring Lil Uzi Vert,2017-08-12
Heavy Heart,Meek Mill,2017-08-12
You Da Baddest,Future Featuring Nicki Minaj,2017-08-19
Unforgettable,Thomas Rhett,2017-08-19
When It Rains It Pours,Luke Combs,2017-08-19
They Don't Know,Jason Aldean,2017-08-19
Honest,The Chainsmokers,2017-08-19
The Weekend,SZA,2017-08-19
New Rules,Dua Lipa,2017-08-19
Wish I Knew You,The Revivalists,2017-08-19
Every Little Thing,Carly Pearce,2017-08-19
Learn To Let Go,Kesha,2017-08-19
All The Pretty Girls,Kenny Chesney,2017-08-19
For Her,Chris Lane,2017-08-19
The Race,Tay-K,2017-08-26
Patty Cake,Kodak Black,2017-08-26
OMG,Camila Cabello Featuring Quavo,2017-08-26
What About Us,P!nk,2017-08-26
Perplexing Pegasus,Rae Sremmurd,2017-08-26
B.E.D.,Jacquees,2017-08-26
Chillin' Like A Villain,"Sofia Carson, Cameron Boyce, Booboo Stewart & Mitchell Hope",2017-08-26
Havana,Camila Cabello Featuring Young Thug,2017-08-26
Silence,Marshmello Featuring Khalid,2017-09-02
More Girls Like You,Kip Moore,2017-09-02
Something New,Wiz Khalifa Featuring Ty Dolla $ign,2017-09-02
Untouchable,YoungBoy Never Broke Again,2017-09-02
I Could Use A Love Song,Maren Morris,2017-09-02
Fix A Drink,Chris Janson,2017-09-02
Friends,Justin Bieber + BloodPop,2017-09-09
I Get The Bag,Gucci Mane Featuring Migos,2017-09-09
Roll In Peace,Kodak Black Featuring XXXTENTACION,2017-09-09
Look What You Made Me Do,Taylor Swift,2017-09-09
Younger Now,Miley Cyrus,2017-09-09
Its Every Night Sis,RiceGum Featuring Alissa Violet,2017-09-09
Transportin',Kodak Black,2017-09-09
Questions,Chris Brown,2017-09-09
Jocelyn Flores,XXXTENTACION,2017-09-16
The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,2017-09-16
F**k Love,XXXTENTACION Featuring Trippie Redd,2017-09-16
Sauce It Up,Lil Uzi Vert,2017-09-16
Everybody Dies In Their Nightmares,XXXTENTACION,2017-09-16
444+222,Lil Uzi Vert,2017-09-16
What Lovers Do,Maroon 5 Featuring SZA,2017-09-16
Light It Up,Luke Bryan,2017-09-16
Revenge,XXXTENTACION,2017-09-16
Neon Guts,Lil Uzi Vert Featuring Pharrell Williams,2017-09-16
Two,Lil Uzi Vert,2017-09-16
X,Lil Uzi Vert,2017-09-16
For Real,Lil Uzi Vert,2017-09-16
UnFazed,Lil Uzi Vert Featuring The Weeknd,2017-09-16
No Sleep Leak,Lil Uzi Vert,2017-09-16
Depression & Obsession,XXXTENTACION,2017-09-16
Dark Queen,Lil Uzi Vert,2017-09-16
Save Me,XXXTENTACION,2017-09-16
Carry On,XXXTENTACION,2017-09-16
Tell Me You Love Me,Demi Lovato,2017-09-16
...Ready For It?,Taylor Swift,2017-09-23
These Heaux,Bhad Bhabie,2017-09-23
Bad At Love,Halsey,2017-09-23
Greatest Love Story,LANCO,2017-09-23
Sky Walker,Miguel Featuring Travis Scott,2017-09-23
No Fear,DeJ Loaf,2017-09-23
Too Good At Goodbyes,Sam Smith,2017-09-30
Dusk Till Dawn,Zayn Featuring Sia,2017-09-30
Love So Soft,Kelly Clarkson,2017-09-30
I'll Name The Dogs,Blake Shelton,2017-09-30
Found You,Kane Brown,2017-09-30
Gucci Gang,Lil Pump,2017-09-30
No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,2017-09-30
Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",2017-09-30
Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,2017-09-30
Rockstar,Post Malone Featuring 21 Savage,2017-10-07
Too Much To Ask,Niall Horan,2017-10-07
Curve,Gucci Mane Featuring The Weeknd,2017-10-07
DNA,BTS,2017-10-07
Homemade Dynamite,"Lorde Featuring Khalid, Post Malone & SZA",2017-10-07
I Fall Apart,Post Malone,2017-10-14
Good Old Days,Macklemore Featuring Kesha,2017-10-14
Losing Sleep,Chris Young,2017-10-14
Like I Loved You,Brett Young,2017-10-14
Round Here Buzz,Eric Church,2017-10-14
Plain Jane,A$AP Ferg Featuring Nicki Minaj,2017-10-14
Hi Bich,Bhad Bhabie,2017-10-21
No Promises,A Boogie Wit da Hoodie,2017-10-21
Say A',A Boogie Wit da Hoodie,2017-10-21
Undefeated,A Boogie Wit da Hoodie Featuring 21 Savage,2017-10-21
Beast Mode,A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again,2017-10-21
Smooth,Florida Georgia Line,2017-10-21
Almost Like Praying,Lin-Manuel Miranda Featuring Artists For Puerto Rico,2017-10-28
Pray,Sam Smith Featuring Logic,2017-10-28
How Long,Charlie Puth,2017-10-28
Heaven,Kane Brown,2017-10-28
Dear Hate,Maren Morris Featuring Vince Gill,2017-10-28
Lights Down Low,MAX Featuring gnash,2017-10-28
Too Hotty,"Quavo, Takeoff & Offset",2017-10-28
High End,Chris Brown Featuring Future & Young Thug,2017-11-04
Yours,Russell Dickerson,2017-11-04
Let You Down,NF,2017-11-04
Stunting Ain't Nuthin,Gucci Mane Featuring Slim Jxmmi & Young Dolph,2017-11-04
You Broke Up With Me,Walker Hayes,2017-11-04
Mayores,Becky G Featuring Bad Bunny,2017-11-04
Ask Me How I Know,Garth Brooks,2017-11-04
Gorgeous,Taylor Swift,2017-11-11
Patek Water,Future & Young Thug Featuring Offset,2017-11-11
Meant To Be,Bebe Rexha & Florida Georgia Line,2017-11-11
No Cap,Future & Young Thug,2017-11-11
Feed Me Dope,Future,2017-11-11
All Da Smoke,Future & Young Thug,2017-11-11
Candy Paint,Post Malone,2017-11-11
Wolves,Selena Gomez X Marshmello,2017-11-11
4 Da Gang,Future,2017-11-11
Bedroom Floor,Liam Payne,2017-11-11
Three,Future & Young Thug,2017-11-11
MotorSport,"Migos, Nicki Minaj & Cardi B",2017-11-18
Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott",2017-11-18
Ric Flair Drip,Offset & Metro Boomin,2017-11-18
Rap Saved Me,"21 Savage, Offset & Metro Boomin Featuring Quavo",2017-11-18
My Choppa Hate N****s,21 Savage & Metro Boomin,2017-11-18
All On Me,Devin Dawson,2017-11-18
Call It What You Want,Taylor Swift,2017-11-25
Lemon,N*E*R*D & Rihanna,2017-11-25
Rubbin Off The Paint,YBN Nahmir,2017-11-25
Wait,Maroon 5,2017-11-25
Pull Up N Wreck,Big Sean & Metro Boomin Featuring 21 Savage,2017-11-25
Mad Stalkers,"21 Savage, Offset & Metro Boomin",2017-11-25
Nightmare,Offset & Metro Boomin,2017-11-25
Walk On Water,Eminem Featuring Beyonce,2017-12-02
Gummo,6ix9ine,2017-12-02
Wanted You,NAV Featuring Lil Uzi Vert,2017-12-02
Female,Keith Urban,2017-12-02
Betrayed,Lil Xan,2017-12-02
The Plan,G-Eazy,2017-12-02
Pick It Up,Famous Dex Featuring A$AP Rocky,2017-12-02
Echame La Culpa,Luis Fonsi & Demi Lovato,2017-12-09
Awful Things,Lil Peep,2017-12-09
End Game,Taylor Swift Featuring Ed Sheeran & Future,2017-12-09
Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",2017-12-09
When We,Tank,2017-12-09
Beautiful Trauma,P!nk,2017-12-09
No Smoke,YoungBoy Never Broke Again,2017-12-09
The Rest Of Our Life,Tim McGraw & Faith Hill,2017-12-09
Written In The Sand,Old Dominion,2017-12-09
Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,2017-12-09
MIC Drop,BTS Featuring Desiigner,2017-12-16
Codeine Dreaming,Kodak Black Featuring Lil Wayne,2017-12-16
Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",2017-12-16
Legends,Kelsea Ballerini,2017-12-16
Total Eclipse Of The Heart,Chloe Kohanski,2017-12-16
Perro Fiel,Shakira Featuring Nicky Jam,2017-12-16
Him & I,G-Eazy & Halsey,2017-12-23
Kooda,6ix9ine,2017-12-23
Juice,Yo Gotti,2017-12-23
Bella y Sensual,Romeo Santos Featuring Nicky Jam & Daddy Yankee,2017-12-23
Marry Me,Thomas Rhett,2017-12-23
Five More Minutes,Scotty McCreery,2017-12-23
Criminal,Natti Natasha x Ozuna,2017-12-23
Never Be The Same,Camila Cabello,2017-12-30
Go Legend,Big Sean & Metro Boomin Featuring Travis Scott,2017-12-30
Dark Knight Dummo,Trippie Redd Featuring Travis Scott,2017-12-30
My Dawg,Lil Baby,2017-12-30
Danger,Migos & Marshmello,2017-12-30
Untouchable,Eminem,2017-12-30
Bartier Cardi,Cardi B Featuring 21 Savage,2018-01-06
